,,,,,,,,Diagnóstico,Datos PAES (2023 en adelante),,,,,,,,Datos PSU (Hasta 2022),,,,,,,
Año,Semestre,Bimestre,Cód. Asig.,Módulo,Nombre Asignatura,Nota Final,Estado Final,% Aciertos Diag. Matem.,PAES C. Lectora,PAES M1,PAES M2,PAES Historia,PAES Ciencias,NEM (PAES),Ranking (PAES),Prom. M1 y C. Lectora,PSU Lenguaje,PSU Matemáticas,PSU Historia,PSU Ciencias,NEM (PSU),Ranking (PSU),Prom. Leng. Y Mat.,Año Ingreso UFRO
2023,1,2,IME027,23,PRECÁLCULO I,"2,6",REPROBADA,,701,567,536,616,501,814,835,"634,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"2,7",REPROBADA,,674,743,444,0,502,694,705,"708,5",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,2",REPROBADA,,589,659,351,0,498,780,925,"624,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,2",REPROBADA,,683,681,413,0,529,751,776,"682,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,2",REPROBADA,,761,715,385,565,595,771,792,"738,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,3",REPROBADA,,663,567,520,0,589,779,801,"615,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,3",REPROBADA,,761,645,428,0,573,814,826,"703,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,5",REPROBADA,,574,588,444,0,442,870,1000,"581,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,6",REPROBADA,,891,567,476,565,511,870,888,"729,0",,,,,,,,2023
2023,1,2,IME027,23,PRECÁLCULO I,"3,7",REPROBADA,,761,526,439,0,607,765,769,"643,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,0",REPROBADA,,,,,,,,,,567,484,520,0,582,629,"525,5",2021
2023,1,2,IME027,24,PRECÁLCULO I,"1,0",REPROBADA,,,,,,,,,,624,535,624,478,499,506,"579,5",2020
2023,1,2,IME027,24,PRECÁLCULO I,"4,0",APROBADA,,521,491,459,0,478,722,726,"506,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,0",APROBADA,,565,474,474,0,410,879,902,"519,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,0",APROBADA,,701,567,399,0,515,729,786,"634,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,0",APROBADA,,775,601,351,511,565,851,875,"688,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,0",APROBADA,,788,757,428,0,519,643,643,"772,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,1",APROBADA,,649,645,483,0,478,928,942,"647,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,1",APROBADA,,663,601,472,0,511,879,892,"632,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,1",APROBADA,,801,743,504,0,566,808,831,"772,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,3",APROBADA,,775,688,385,0,554,628,628,"731,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,3",APROBADA,,788,757,493,0,529,893,937,"772,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,5",APROBADA,,692,728,472,0,519,708,710,"710,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,5",APROBADA,,853,659,399,0,601,771,814,"756,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,7",APROBADA,,801,659,399,608,496,893,966,"730,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"4,8",APROBADA,,775,601,483,0,500,865,929,"688,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"5,2",APROBADA,,692,743,504,673,517,914,992,"717,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"5,4",APROBADA,,596,588,413,0,524,843,892,"592,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"6,0",APROBADA,,891,780,459,0,566,879,901,"835,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,0",REPROBADA,,582,424,369,468,454,551,551,"503,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,0",REPROBADA,,589,467,351,0,493,599,601,"528,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,0",REPROBADA,,596,402,444,0,511,671,678,"499,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,0",REPROBADA,,606,516,428,0,487,542,542,"561,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,1",REPROBADA,,490,645,468,0,450,510,511,"567,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,2",REPROBADA,,575,433,433,0,498,842,878,"504,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,2",REPROBADA,,619,516,369,0,498,757,761,"567,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,2",REPROBADA,,683,424,369,535,454,657,657,"553,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,2",REPROBADA,,729,715,459,496,493,586,586,"722,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,2",REPROBADA,,853,757,504,0,613,808,817,"805,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,3",REPROBADA,,589,539,452,502,511,757,772,"564,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,3",REPROBADA,,683,522,522,431,617,495,497,"602,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,4",REPROBADA,,483,499,413,0,442,722,729,"491,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,4",REPROBADA,,674,595,413,502,487,727,727,"634,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,6",REPROBADA,,564,645,369,352,424,463,463,"604,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,7",REPROBADA,,649,681,428,550,578,713,739,"665,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"1,7",REPROBADA,,714,695,428,0,431,808,895,"704,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"2,4",REPROBADA,,574,595,351,0,530,757,795,"584,5",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"2,6",REPROBADA,,717,671,493,548,519,823,850,"694,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"3,0",REPROBADA,,683,681,558,303,511,680,680,"682,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"3,1",REPROBADA,,742,484,484,461,594,785,792,"613,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"3,2",REPROBADA,,619,757,428,0,511,814,840,"688,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"3,3",REPROBADA,,701,671,558,510,590,671,671,"686,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"3,7",REPROBADA,,582,516,385,0,426,837,1000,"549,0",,,,,,,,2023
2023,1,2,IME027,24,PRECÁLCULO I,"2,4",REPROBADA,"30,00",,,,,,,,,448,560,0,440,545,545,"504,0",2022
2023,1,2,IME027,25,PRECÁLCULO I,"4,0",APROBADA,,551,588,413,0,466,856,863,"569,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,0",APROBADA,,674,526,385,643,511,808,820,"600,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,1",APROBADA,,649,452,413,480,481,609,628,"550,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,2",APROBADA,,683,601,399,616,510,799,818,"642,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,2",APROBADA,,816,539,413,601,530,587,601,"677,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,3",APROBADA,,663,507,313,400,434,851,961,"585,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,3",APROBADA,,692,609,564,510,579,823,859,"650,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,3",APROBADA,,761,659,459,0,502,757,764,"710,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,3",APROBADA,,834,619,476,0,594,808,850,"726,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,4",APROBADA,,596,595,472,0,454,842,875,"595,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,4",APROBADA,,619,601,351,438,415,922,964,"610,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,5",APROBADA,,606,554,351,0,484,814,860,"580,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"4,7",APROBADA,,589,567,385,0,454,771,818,"578,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"5,2",APROBADA,,714,704,651,0,602,837,852,"709,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"5,2",APROBADA,,745,757,444,0,573,657,666,"751,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"5,4",APROBADA,,683,743,569,0,632,751,760,"713,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"5,4",APROBADA,,692,619,385,0,506,851,917,"655,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"5,9",APROBADA,,683,671,508,592,581,815,932,"677,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"6,0",APROBADA,,761,728,493,0,511,828,869,"744,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"6,8",APROBADA,,697,600,600,0,572,671,690,"648,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,1",REPROBADA,,589,681,292,711,442,643,651,"635,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,2",REPROBADA,,498,554,292,0,475,694,717,"526,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,3",REPROBADA,,607,444,444,0,488,828,1000,"525,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,3",REPROBADA,,775,631,428,565,603,587,634,"703,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,4",REPROBADA,,521,588,385,380,493,628,628,"554,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,4",REPROBADA,,596,402,428,0,467,657,657,"499,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,5",REPROBADA,,582,539,459,0,503,686,695,"560,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,6",REPROBADA,,649,539,444,0,487,727,726,"594,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,6",REPROBADA,,701,609,459,587,498,837,882,"655,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,8",REPROBADA,,582,539,351,400,431,893,955,"560,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,8",REPROBADA,,663,609,444,0,484,567,567,"636,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"1,9",REPROBADA,,596,480,397,0,474,657,664,"538,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,0",REPROBADA,,582,491,399,288,501,751,768,"536,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,1",REPROBADA,,714,715,483,0,573,736,742,"714,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,3",REPROBADA,,633,588,468,0,502,441,445,"610,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,7",REPROBADA,,637,671,556,476,520,742,793,"654,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,8",REPROBADA,,745,671,476,0,611,613,613,"708,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,8",REPROBADA,,775,601,476,438,499,686,751,"688,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,8",REPROBADA,,801,704,547,521,583,742,749,"752,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"2,9",REPROBADA,,619,601,459,0,573,851,879,"610,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,2",REPROBADA,,574,526,292,454,458,616,637,"550,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,3",REPROBADA,,596,554,385,0,484,628,628,"575,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,3",REPROBADA,,674,601,399,0,498,751,766,"637,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,4",REPROBADA,,745,728,459,468,506,856,865,"736,5",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,6",REPROBADA,,527,499,468,0,466,736,765,"513,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,6",REPROBADA,,589,491,332,0,419,837,918,"540,0",,,,,,,,2023
2023,1,2,IME027,25,PRECÁLCULO I,"3,6",REPROBADA,,710,507,336,0,498,622,634,"608,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,0",APROBADA,,683,769,516,0,530,793,802,"726,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,1",APROBADA,,801,757,472,0,481,923,1000,"779,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,2",APROBADA,,790,647,647,545,544,828,855,"718,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,3",APROBADA,,649,631,444,0,488,708,742,"640,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,3",APROBADA,,714,671,413,0,579,799,923,"692,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,5",APROBADA,,683,645,399,0,603,585,586,"664,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,8",APROBADA,,701,554,390,446,451,823,991,"627,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"4,9",APROBADA,,683,619,444,0,445,880,959,"651,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"5,2",APROBADA,,582,491,313,0,429,856,924,"536,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"5,2",APROBADA,,729,609,399,0,589,793,835,"669,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"6,4",APROBADA,,714,743,444,0,498,814,819,"728,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,0",REPROBADA,,498,452,444,0,419,880,959,"475,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,0",REPROBADA,,564,480,351,0,454,510,510,"522,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,1",REPROBADA,,606,499,483,0,481,681,699,"552,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,2",REPROBADA,,714,743,504,0,594,526,526,"728,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,3",REPROBADA,,606,516,399,548,501,613,637,"561,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,3",REPROBADA,,714,704,493,0,527,699,701,"709,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,3",REPROBADA,,788,688,428,0,454,893,897,"738,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,4",REPROBADA,,582,516,332,454,481,794,932,"549,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,4",REPROBADA,,649,830,569,0,647,742,744,"739,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,4",REPROBADA,,683,743,493,594,555,751,755,"713,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,4",REPROBADA,,714,645,399,489,565,751,815,"679,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,5",REPROBADA,,551,539,351,335,429,785,878,"545,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,6",REPROBADA,,536,499,292,0,510,727,731,"517,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,6",REPROBADA,,574,516,399,0,419,837,877,"545,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,7",REPROBADA,,674,539,351,502,570,787,888,"606,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,7",REPROBADA,,692,437,428,0,458,928,1000,"564,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,8",REPROBADA,,788,790,493,0,573,751,758,"789,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,9",REPROBADA,,674,499,413,0,475,823,956,"586,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"2,0",REPROBADA,,673,499,452,0,573,572,582,"586,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"2,1",REPROBADA,,589,452,414,496,536,459,470,"520,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"2,4",REPROBADA,,627,522,522,0,596,699,698,"574,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"2,5",REPROBADA,,606,539,399,0,475,567,567,"572,5",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"3,8",REPROBADA,,619,507,313,0,424,771,800,"563,0",,,,,,,,2023
2023,1,2,IME027,26,PRECÁLCULO I,"1,0",REPROBADA,"43,33",,,,,,,,,667,669,0,672,648,670,"668,0",2022
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,663,695,428,438,539,808,833,"679,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,674,601,399,0,498,751,766,"637,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,692,619,385,0,506,851,917,"655,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,663,695,444,400,505,823,889,"679,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,729,595,472,0,519,943,1000,"662,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,788,769,545,0,611,856,898,"778,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,,649,588,483,0,484,751,769,"618,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,,745,790,472,608,511,785,789,"767,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,,761,659,483,0,576,923,1000,"710,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,4",APROBADA,,683,671,508,592,581,815,932,"677,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"4,4",APROBADA,,683,743,569,0,632,751,760,"713,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"5,1",APROBADA,,745,757,444,0,573,657,666,"751,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"5,2",APROBADA,,714,743,444,0,498,814,819,"728,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"5,6",APROBADA,,697,600,600,0,572,671,690,"648,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"5,6",APROBADA,,729,681,413,550,498,937,962,"705,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"5,7",APROBADA,,745,743,650,0,594,727,727,"744,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,,574,516,385,0,458,780,1000,"545,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,,674,437,428,550,412,339,340,"555,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"1,6",REPROBADA,,683,474,474,629,519,751,748,"578,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"1,6",REPROBADA,,714,695,428,0,431,808,895,"704,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,0",REPROBADA,,710,507,336,0,498,622,634,"608,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,0",REPROBADA,,729,567,444,0,519,567,567,"648,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,1",REPROBADA,,574,526,292,454,458,616,637,"550,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,2",REPROBADA,,589,491,332,0,419,837,918,"540,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,2",REPROBADA,,701,554,399,288,493,942,963,"627,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,2",REPROBADA,,714,715,483,0,573,736,742,"714,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,,649,539,444,0,487,727,726,"594,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,4",REPROBADA,,606,539,399,0,475,567,567,"572,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,5",REPROBADA,,633,619,507,0,572,799,846,"626,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,5",REPROBADA,,683,601,399,616,510,799,818,"642,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,6",REPROBADA,,582,539,351,400,431,893,955,"560,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,7",REPROBADA,,663,609,444,0,484,567,567,"636,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,,619,588,530,0,454,567,567,"603,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,,775,601,476,438,499,686,751,"688,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,,834,619,476,0,594,808,850,"726,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,,536,671,504,468,417,594,594,"603,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,,745,728,459,468,506,856,865,"736,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,,801,609,459,767,635,907,948,"705,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,3",REPROBADA,,663,507,313,400,434,851,961,"585,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,4",REPROBADA,,589,567,385,0,454,771,818,"578,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,692,609,564,510,579,823,859,"650,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,761,688,459,628,601,851,874,"724,5",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,7",REPROBADA,,637,671,556,476,520,742,793,"654,0",,,,,,,,2023
2023,1,2,IME028,21,INTRODUCCIÓN AL ÁLGEBRA,"3,8",REPROBADA,,692,526,399,0,499,837,918,"609,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,582,579,399,0,450,785,807,"580,5",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,596,588,413,0,524,843,892,"592,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,606,554,351,0,484,814,860,"580,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,701,567,399,0,515,729,786,"634,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,872,671,444,0,585,851,876,"771,5",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,683,877,596,0,613,914,981,"780,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,701,757,545,0,565,793,793,"729,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,775,601,483,0,500,865,929,"688,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,2",APROBADA,,589,609,413,0,519,680,680,"599,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,2",APROBADA,,589,757,399,0,578,636,636,"673,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,,683,588,428,400,487,837,844,"635,5",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,4",APROBADA,,596,609,444,0,382,842,911,"602,5",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,,683,671,369,521,438,736,787,"677,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,,729,681,444,0,493,736,736,"705,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,,788,757,493,0,529,893,937,"772,5",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,7",APROBADA,,761,695,428,0,589,970,1000,"728,0",,,,,,,,2023
2023,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,7",APROBADA,,816,743,530,795,603,757,764,"779,5",,,,,,,,2023
